"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","SUM_OP_TIME","COUNT_OP_TIME","GLOAD (MWh)","SLOAD (1000 lbs)","SO2_MASS (tons)","SO2_RATE (lbs/mmBtu)","NOX_RATE (lbs/mmBtu)","NOX_MASS (tons)","CO2_MASS (tons)","CO2_RATE (tons/mmBtu)","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"NC","Asheville","2706","1","01-13-2017","24","24","1754","",".295",".0323",".0788",".676","1765.2",".103","17204.4","519","1816"
"NC","Asheville","2706","1","01-14-2017","24","24","1511","",".275",".0361",".0775",".591","1565.6",".103","15258.4","519","1816"
"NC","Asheville","2706","1","01-15-2017","24","24","1847","",".433",".0466",".079",".7","1819.8",".103","17736.7","519","1816"
"NC","Asheville","2706","1","01-16-2017","24","24","2824","","1.071",".0767",".0783","1.001","2634.4",".103","25677.7","519","1816"
"NC","Asheville","2706","1","01-17-2017","24","24","2715","","1.326",".1024",".0791",".974","2520.4",".103","24562.8","519","1816"
"NC","Asheville","2706","1","01-18-2017","24","24","2249","",".9",".078",".0801",".843","2164",".103","21091.9","519","1816"
"NC","Asheville","2706","1","01-19-2017","24","24","3106","","1.57",".1058",".08","1.116","2862.4",".103","27898.7","519","1816"
"NC","Asheville","2706","1","01-20-2017","24","24","2190","",".839",".0798",".0793",".804","2081.1",".103","20286.4","519","1816"
"NC","Asheville","2706","1","01-21-2017","24","24","1446","",".362",".0496",".0821",".598","1493.9",".103","14561.5","519","1816"
"NC","Asheville","2706","1","01-22-2017","24","24","1583","",".472",".061",".084",".657","1603.1",".103","15625.6","519","1816"
"NC","Asheville","2706","1","01-23-2017","24","24","2120","",".91",".0828",".0774",".772","2033.8",".103","19823","519","1816"
"NC","Asheville","2706","1","01-24-2017","24","24","2356","","1.375",".115",".0944","1.055","2309.7",".103","22508.7","519","1816"
"NC","Asheville","2706","1","01-25-2017","24","24","2201","","2.996",".2511",".0845",".862","2139.6",".103","20852.2","519","1816"
"NC","Asheville","2706","1","01-26-2017","24","24","1826","","1.131",".1291",".0924",".815","1830.4",".103","17843.7","519","1816"
"NC","Asheville","2706","1","01-27-2017","24","24","3336","","2.002",".1287",".0767","1.171","3123.4",".103","30442.5","519","1816"
"NC","Asheville","2706","1","01-28-2017","24","24","2535","","1.553",".1245",".0792",".95","2449.2",".103","23868.4","519","1816"
"NC","Asheville","2706","1","01-29-2017","24","24","2440","","1.532",".1286",".0798",".907","2352.4",".103","22927.5","519","1816"
"NC","Asheville","2706","1","01-30-2017","24","24","3019","","1.851",".1259",".0789","1.102","2875",".103","28020.7","519","1816"
"NC","Asheville","2706","1","01-31-2017","24","24","1982","",".708",".0713",".0751",".715","1957",".103","19075.7","519","1816"
"NC","Asheville","2706","1","02-01-2017","24","24","2168","",".653",".055",".0724",".745","2127",".103","20733.2","519","1816"
"NC","Asheville","2706","1","02-02-2017","24","24","2340","","1.173",".1016",".0774",".846","2251.7",".103","21946.8","519","1816"
"NC","Asheville","2706","1","02-03-2017","24","24","2854","","1.553",".106",".0764","1.015","2740.7",".103","26710.8","519","1816"
"NC","Asheville","2706","1","02-04-2017","24","24","3758","","1.634",".0921",".0776","1.343","3538.9",".103","34491.2","519","1816"
"NC","Asheville","2706","1","02-05-2017","24","24","2769","",".849",".0622",".074",".941","2624.4",".103","25578.7","519","1816"
"NC","Asheville","2706","1","02-06-2017","24","24","2579","","1.075",".084",".078",".943","2468.5",".103","24058.8","519","1816"
"NC","Asheville","2706","1","02-07-2017","24","24","2495","","1.297",".1108",".0788",".923","2400.6",".103","23397.2","519","1816"
"NC","Asheville","2706","1","02-08-2017","24","24","2276","","1.204",".1105",".0773",".825","2198.4",".103","21424.8","519","1816"
"NC","Asheville","2706","1","02-09-2017","24","24","3293","","1.768",".1112",".0767","1.152","3101.4",".103","30228.8","519","1816"
"NC","Asheville","2706","1","02-10-2017","24","24","3649","","2.443",".1451",".0765","1.251","3418.1",".103","33316.3","519","1816"
"NC","Asheville","2706","1","02-11-2017","24","24","1769","",".952",".1072",".0763",".67","1795.9",".103","17504.5","519","1816"
"NC","Asheville","2706","1","02-12-2017","24","24","1769","",".93",".1031",".0765",".679","1803",".103","17572.4","519","1816"
"NC","Asheville","2706","1","02-13-2017","24","24","2393","","1.201",".1002",".077",".879","2325.8",".103","22668.9","519","1816"
"NC","Asheville","2706","1","02-14-2017","24","24","2263","","1.256",".1121",".0794",".866","2214.7",".103","21584.6","519","1816"
"NC","Asheville","2706","1","02-15-2017","24","24","1939","","1.059",".1105",".091",".841","1911.5",".103","18633.9","519","1816"
"NC","Asheville","2706","1","02-16-2017","24","24","2625","","1.281",".085",".0718",".921","2596.9",".103","25313.9","519","1816"
"NC","Asheville","2706","1","02-17-2017","14.42","15","1231","",".697",".1069",".104",".571","1217.772",".1003","11898.904","519","1816"
"NC","Asheville","2706","1","02-18-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","02-19-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","02-20-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","02-21-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","02-22-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","02-23-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","02-24-2017",".92","1","0","",".002",".118","0","0","3.128",".08","39.1","519","1816"
"NC","Asheville","2706","1","02-25-2017","24","24","19","",".056",".0569",".0088",".027","189",".082","2259.6","519","1816"
"NC","Asheville","2706","1","02-26-2017","24","24","1935","",".924",".0925",".2346","2.166","2027.5",".103","19759.8","519","1816"
"NC","Asheville","2706","1","02-27-2017","24","24","2669","","1.479",".1037",".0691",".887","2637.4",".103","25708.4","519","1816"
"NC","Asheville","2706","1","02-28-2017","24","24","2471","","1.312",".1065",".0651",".744","2351.2",".103","22914.6","519","1816"
"NC","Asheville","2706","1","03-01-2017","24","24","2199","",".986",".0944",".0647",".661","2097.9",".103","20446.6","519","1816"
"NC","Asheville","2706","1","03-02-2017","24","24","2689","","1.211",".0883",".0667",".826","2554.3",".103","24895.7","519","1816"
"NC","Asheville","2706","1","03-03-2017","24","24","3204","","1.696",".1041",".067","1.013","3054.6",".103","29771.7","519","1816"
"NC","Asheville","2706","1","03-04-2017","13.23","14","2092.83","","1.372",".1358",".1239",".86","1968.222",".1025","19188.28","519","1816"
"NC","Asheville","2706","1","03-05-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","03-06-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","03-07-2017","2.87","3","0","",".007",".1567","0","0","7.162",".0803","89.649","519","1816"
"NC","Asheville","2706","1","03-08-2017","24","24","918","",".527",".0808",".1311","1.356","1004.2",".0898","10028.1","519","1816"
"NC","Asheville","2706","1","03-09-2017","24","24","2580","","1.293",".0952",".077",".944","2468.4",".103","24059.3","519","1816"
"NC","Asheville","2706","1","03-10-2017","24","24","2591","",".921",".0707",".0756",".909","2469.4",".103","24067.5","519","1816"
"NC","Asheville","2706","1","03-11-2017","24","24","2917","",".589",".0419",".0737",".988","2742",".103","26726.9","519","1816"
"NC","Asheville","2706","1","03-12-2017","24","24","2799","",".929",".0663",".0742",".978","2683.8",".103","26157.9","519","1816"
"NC","Asheville","2706","1","03-13-2017","24","24","3663","","2.193",".127",".0769","1.279","3398.8",".103","33126.9","519","1816"
"NC","Asheville","2706","1","03-14-2017","24","24","4114","","2.649",".143",".0772","1.426","3785.2",".103","36894","519","1816"
"NC","Asheville","2706","1","03-15-2017","24","24","4910","","3.146",".1404",".0718","1.608","4596.6",".103","44801.1","519","1816"
"NC","Asheville","2706","1","03-16-2017","24","24","3811","","2.277",".1282",".0749","1.301","3607.3",".103","35158.5","519","1816"
"NC","Asheville","2706","1","03-17-2017","24","24","4139","","2.626",".1385",".0779","1.472","3870.9",".103","37727.4","519","1816"
"NC","Asheville","2706","1","03-18-2017","24","24","2279","","1.389",".1271",".0802",".863","2211.2",".103","21553","519","1816"
"NC","Asheville","2706","1","03-19-2017","24","24","2001","","1.212",".1213",".082",".81","2024.4",".103","19730.7","519","1816"
"NC","Asheville","2706","1","03-20-2017","24","24","3526","","2.27",".1391",".0777","1.256","3306.7",".103","32229.5","519","1816"
"NC","Asheville","2706","1","03-21-2017","24","24","3031","","2.023",".1417",".0804","1.106","2849.5",".103","27775.2","519","1816"
"NC","Asheville","2706","1","03-22-2017","24","24","1786","",".959",".1044",".0816",".729","1831.4",".103","17851","519","1816"
"NC","Asheville","2706","1","03-23-2017","24","24","3170","","2.105",".1379",".0797","1.168","3004",".103","29278","519","1816"
"NC","Asheville","2706","1","03-24-2017","24","24","2578","","1.93",".1538",".1298","1.351","2499.1",".103","24359.7","519","1816"
"NC","Asheville","2706","1","03-25-2017","1.17","2","38.51","",".016",".0505",".189",".074","48.427",".091","483.438","519","1816"
"NC","Asheville","2706","1","03-26-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","03-27-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","03-28-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","03-29-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","03-30-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","1","03-31-2017","0","0","","","","","","","","","","519","1816"
"NC","Asheville","2706","2","01-01-2017","24","24","1588","",".303",".037",".083",".682","1679.5",".103","16368.6","519","1817"
"NC","Asheville","2706","2","01-02-2017","24","24","2501","","1.373",".0955",".0815","1.006","2560.6",".103","24956.3","519","1817"
"NC","Asheville","2706","2","01-03-2017","24","24","2432","","1.213",".0884",".0793",".963","2445.8",".103","23838.4","519","1817"
"NC","Asheville","2706","2","01-04-2017","24","24","2905","","1.511",".0941",".0802","1.099","2827.5",".103","27560.3","519","1817"
"NC","Asheville","2706","2","01-05-2017","24","24","2710","","1.566",".1004",".0777",".985","2623.6",".103","25572.3","519","1817"
"NC","Asheville","2706","2","01-06-2017","24","24","2689","","1.663",".1224",".0808","1.047","2646.6",".103","25794.4","519","1817"
"NC","Asheville","2706","2","01-07-2017","24","24","3904","","2.624",".1314",".0805","1.466","3752.3",".103","36570.5","519","1817"
"NC","Asheville","2706","2","01-08-2017","24","24","4645","","3.079",".1442",".0798","1.7","4374.1",".103","42631.1","519","1817"
"NC","Asheville","2706","2","01-09-2017","24","24","4710","","3.11",".14",".08","1.774","4554.5",".103","44389.5","519","1817"
"NC","Asheville","2706","2","01-10-2017","24","24","4574","","3.305",".153",".0798","1.724","4427.5",".103","43152.9","519","1817"
"NC","Asheville","2706","2","01-11-2017","24","24","3315","","1.981",".1212",".083","1.293","3255",".103","31725.3","519","1817"
"NC","Asheville","2706","2","01-12-2017","24","24","2251","","1.251",".1043",".0824",".922","2312.2",".103","22536.4","519","1817"
"NC","Asheville","2706","2","01-13-2017","24","24","1585","",".414",".048",".0804",".654","1675.9",".103","16334.4","519","1817"
"NC","Asheville","2706","2","01-14-2017","24","24","1546","",".452",".0565",".0774",".62","1641",".103","15994.5","519","1817"
"NC","Asheville","2706","2","01-15-2017","24","24","1504","",".493",".063",".0851",".661","1600.1",".103","15595","519","1817"
"NC","Asheville","2706","2","01-16-2017","24","24","2444","","1.437",".107",".0797",".961","2502.8",".103","24392.5","519","1817"
"NC","Asheville","2706","2","01-17-2017","24","24","1736","",".8",".0872",".1038",".916","1825.2",".103","17791.1","519","1817"
"NC","Asheville","2706","2","01-18-2017","24","24","2081","","1.374",".1312",".0801",".84","2154.7",".103","21002.3","519","1817"
"NC","Asheville","2706","2","01-19-2017","24","24","2848","","1.878",".1305",".0797","1.112","2861.4",".103","27889.1","519","1817"
"NC","Asheville","2706","2","01-20-2017","24","24","2036","","1.452",".137",".0797",".813","2087",".103","20342.4","519","1817"
"NC","Asheville","2706","2","01-21-2017","24","24","1465","",".753",".1003",".0791",".595","1544.4",".103","15053.1","519","1817"
"NC","Asheville","2706","2","01-22-2017","24","24","1512","","1.065",".1366",".082",".636","1591.6",".103","15513.9","519","1817"
"NC","Asheville","2706","2","01-23-2017","24","24","1807","","1.115",".1222",".0802",".739","1852.3",".103","18052.5","519","1817"
"NC","Asheville","2706","2","01-24-2017","24","24","2178","","1.384",".1216",".0797",".851","2178.8",".103","21236.4","519","1817"
"NC","Asheville","2706","2","01-25-2017","24","24","1938","","1.269",".129",".0796",".77","1983.6",".103","19331.8","519","1817"
"NC","Asheville","2706","2","01-26-2017","24","24","1445","",".723",".0968",".0824",".616","1535.5",".103","14965.8","519","1817"
"NC","Asheville","2706","2","01-27-2017","24","24","1987","","1.122",".1081",".0843",".829","2040.6",".103","19889.2","519","1817"
"NC","Asheville","2706","2","01-28-2017","24","24","2166","","1.202",".1084",".0807",".863","2192.9",".103","21374.2","519","1817"
"NC","Asheville","2706","2","01-29-2017","24","24","1651","","1.07",".1265",".0794",".674","1727.2",".103","16831.9","519","1817"
"NC","Asheville","2706","2","01-30-2017","24","24","2469","","1.735",".1398",".0801",".983","2466.7",".103","24040.7","519","1817"
"NC","Asheville","2706","2","01-31-2017","24","24","1676","","1.168",".1369",".0793",".675","1740.6",".103","16963.2","519","1817"
"NC","Asheville","2706","2","02-01-2017","24","24","1761","",".769",".0842",".0791",".715","1813.9",".103","17681.1","519","1817"
"NC","Asheville","2706","2","02-02-2017","24","24","1586","",".474",".0568",".08",".654","1667.4",".103","16250.4","519","1817"
"NC","Asheville","2706","2","02-03-2017","24","24","1589","",".69",".0832",".0813",".664","1677.1",".103","16345.6","519","1817"
"NC","Asheville","2706","2","02-04-2017","24","24","2947","","1.754",".1133",".0813","1.148","2894.5",".103","28209.7","519","1817"
"NC","Asheville","2706","2","02-05-2017","24","24","1942","",".69",".0596",".0788",".764","2010.4",".103","19594.3","519","1817"
"NC","Asheville","2706","2","02-06-2017","24","24","2159","",".733",".056",".0799",".874","2208.4",".103","21523.8","519","1817"
"NC","Asheville","2706","2","02-07-2017","24","24","2010","",".916",".0795",".0793",".82","2061.1",".103","20087.8","519","1817"
"NC","Asheville","2706","2","02-08-2017","24","24","1909","","1.063",".1061",".0789",".766","1970.2",".103","19202","519","1817"
"NC","Asheville","2706","2","02-09-2017","24","24","2559","","1.263",".0884",".0807","1.007","2564",".103","24990.9","519","1817"
"NC","Asheville","2706","2","02-10-2017","24","24","3475","","1.558",".09",".0798","1.329","3427.3",".103","33405.2","519","1817"
"NC","Asheville","2706","2","02-11-2017","24","24","1603","",".751",".0893",".0789",".649","1700.4",".103","16574.6","519","1817"
"NC","Asheville","2706","2","02-12-2017","24","24","1714","",".823",".0859",".0834",".761","1809.5",".103","17637.4","519","1817"
"NC","Asheville","2706","2","02-13-2017","24","24","2008","","1.026",".0885",".0789",".837","2098.3",".103","20449.1","519","1817"
"NC","Asheville","2706","2","02-14-2017","24","24","1952","","1.055",".1002",".0794",".794","1989.3",".103","19388.2","519","1817"
"NC","Asheville","2706","2","02-15-2017","24","24","1479","",".821",".1087",".0777",".587","1546.8",".103","15077","519","1817"
"NC","Asheville","2706","2","02-16-2017","24","24","2637","","1.81",".1364",".1189","1.849","2722.6",".103","26537","519","1817"
"NC","Asheville","2706","2","02-17-2017","24","24","2137","","1.314",".1131",".0793",".883","2239.7",".103","21829.6","519","1817"
"NC","Asheville","2706","2","02-18-2017","24","24","1965","","1.058",".0982",".0802",".803","2049.8",".103","19978.3","519","1817"
"NC","Asheville","2706","2","02-19-2017","24","24","1679","",".681",".0715",".0807",".707","1780.5",".103","17356.5","519","1817"
"NC","Asheville","2706","2","02-20-2017","24","24","2487","","1.012",".0672",".0793",".994","2534.7",".103","24708.4","519","1817"
"NC","Asheville","2706","2","02-21-2017","24","24","3163","","1.608",".0983",".0795","1.242","3120.7",".103","30415","519","1817"
"NC","Asheville","2706","2","02-22-2017","24","24","2512","","1.473",".118",".0748",".922","2522.6",".103","24587.9","519","1817"
"NC","Asheville","2706","2","02-23-2017","24","24","2659","","1.627",".1237",".0797","1.049","2652.5",".103","25851.4","519","1817"
"NC","Asheville","2706","2","02-24-2017","24","24","1578","",".976",".1181",".0803",".658","1676.5",".103","16337.7","519","1817"
"NC","Asheville","2706","2","02-25-2017","24","24","1671","",".915",".1063",".084",".72","1765.5",".103","17207","519","1817"
"NC","Asheville","2706","2","02-26-2017","24","24","1693","",".943",".1055",".0804",".718","1794.9",".103","17495.3","519","1817"
"NC","Asheville","2706","2","02-27-2017","24","24","2365","","1.344",".1059",".08",".931","2425.8",".103","23644.4","519","1817"
"NC","Asheville","2706","2","02-28-2017","24","24","2416","","1.481",".1091",".08",".988","2507.4",".103","24436.6","519","1817"
"NC","Asheville","2706","2","03-01-2017","24","24","1995","","1.355",".1282",".0831",".85","2096.8",".103","20437.2","519","1817"
"NC","Asheville","2706","2","03-02-2017","24","24","2116","","1.404",".1251",".08",".884","2244.9",".103","21880.1","519","1817"
"NC","Asheville","2706","2","03-03-2017","24","24","2745","","1.599",".1047",".0799","1.114","2801.7",".103","27305.4","519","1817"
"NC","Asheville","2706","2","03-04-2017","24","24","3017","","1.91",".1238",".079","1.173","3061.4",".103","29835","519","1817"
"NC","Asheville","2706","2","03-05-2017","24","24","2303","","1.469",".1215",".0824",".955","2357.1",".103","22974.3","519","1817"
"NC","Asheville","2706","2","03-06-2017","24","24","1844","","1.141",".1174",".0815",".766","1922.8",".103","18741.1","519","1817"
"NC","Asheville","2706","2","03-07-2017","24","24","2171","","1.368",".1131",".0806",".89","2249.3",".103","21921","519","1817"
"NC","Asheville","2706","2","03-08-2017","24","24","2464","","1.752",".1371",".0807","1.045","2526.1",".103","24622.3","519","1817"
"NC","Asheville","2706","2","03-09-2017","24","24","2012","","1.094",".1006",".0795",".825","2089.6",".103","20368.5","519","1817"
"NC","Asheville","2706","2","03-10-2017","24","24","1999","","1.15",".1039",".0793",".821","2104.6",".103","20511.6","519","1817"
"NC","Asheville","2706","2","03-11-2017","24","24","1848","",".754",".0727",".0798",".766","1957.3",".103","19076.9","519","1817"
"NC","Asheville","2706","2","03-12-2017","24","24","1887","",".482",".0444",".0866",".844","2012.2",".103","19613.6","519","1817"
"NC","Asheville","2706","2","03-13-2017","24","24","3433","","1.256",".0688",".0816","1.366","3443.1",".103","33558.3","519","1817"
"NC","Asheville","2706","2","03-14-2017","24","24","3393","","1.312",".0698",".0793","1.319","3370.9",".103","32853.6","519","1817"
"NC","Asheville","2706","2","03-15-2017","24","24","4824","","2.07",".0928",".078","1.739","4576.8",".103","44609.7","519","1817"
"NC","Asheville","2706","2","03-16-2017","24","24","3597","","1.19",".0614",".08","1.368","3489",".103","34007.1","519","1817"
"NC","Asheville","2706","2","03-17-2017","24","24","3816","","1.606",".0812",".0797","1.482","3806.1",".103","37098.9","519","1817"
"NC","Asheville","2706","2","03-18-2017","24","24","1838","",".472",".043",".08",".77","1954.5",".103","19051.3","519","1817"
"NC","Asheville","2706","2","03-19-2017","24","24","1657","",".339",".0375",".0814",".712","1779.8",".103","17346.8","519","1817"
"NC","Asheville","2706","2","03-20-2017","24","24","3076","","1.132",".0628",".0787","1.184","3090.1",".103","30116.5","519","1817"
"NC","Asheville","2706","2","03-21-2017","24","24","2490","","1.405",".098",".0799","1.013","2541.3",".103","24770.5","519","1817"
"NC","Asheville","2706","2","03-22-2017","24","24","1530","",".802",".098",".0798",".643","1656",".103","16140.5","519","1817"
"NC","Asheville","2706","2","03-23-2017","24","24","1931","","1.283",".1143",".0808",".82","2047.3",".103","19956.1","519","1817"
"NC","Asheville","2706","2","03-24-2017","24","24","2230","","1.524",".124",".08",".925","2350.5",".103","22910.7","519","1817"
"NC","Asheville","2706","2","03-25-2017","24","24","1587","","1.402",".1638",".0837",".71","1728.8",".103","16849.5","519","1817"
"NC","Asheville","2706","2","03-26-2017","24","24","1787","","1.572",".1682",".0808",".761","1926.4",".103","18777","519","1817"
"NC","Asheville","2706","2","03-27-2017","24","24","3201","","2.625",".1635",".0806","1.313","3233.3",".103","31515","519","1817"
"NC","Asheville","2706","2","03-28-2017","24","24","3431","","2.346",".1324",".0795","1.344","3439.6",".103","33524.1","519","1817"
"NC","Asheville","2706","2","03-29-2017","24","24","3288","","1.451",".0855",".1053","1.494","3314.8",".103","32307.4","519","1817"
"NC","Asheville","2706","2","03-30-2017","24","24","3360","","1.397",".0745",".0812","1.347","3353.8",".103","32687.8","519","1817"
"NC","Asheville","2706","2","03-31-2017","24","24","3776","","1.228",".0615",".0783","1.441","3746",".103","36509","519","1817"
"NC","Asheville","2706","3","01-01-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-02-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-03-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-04-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-05-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-06-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-07-2017","16.47","17","1461.17","",".003","0",".1441","1.271","1430.712",".081","17633.407","519","1818"
"NC","Asheville","2706","3","01-08-2017","10.28","11","941.8","",".002","0",".151",".876","935.252",".081","11527.012","519","1818"
"NC","Asheville","2706","3","01-09-2017","13.9","17","938.68","",".003",".0001",".1424",".914","1038.363",".081","12797.538","519","1818"
"NC","Asheville","2706","3","01-10-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-11-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-12-2017",".76","2","18.25","","0",".001",".09",".019","25.043",".0595","421.884","519","1818"
"NC","Asheville","2706","3","01-13-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-14-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-15-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-16-2017","2.25","3","222.43","",".001",".001",".09",".115","151.412",".0593","2547.067","519","1818"
"NC","Asheville","2706","3","01-17-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-18-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-19-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-20-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-21-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-22-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-23-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-24-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-25-2017","1.95","3","181.72","",".001",".001",".0903",".102","133.874",".059","2253.343","519","1818"
"NC","Asheville","2706","3","01-26-2017","1.77","3","166","","0",".0007",".1197",".107","124.263",".0717","1571.064","519","1818"
"NC","Asheville","2706","3","01-27-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-28-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-29-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-30-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","01-31-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-01-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-02-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-03-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-04-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-05-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-06-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-07-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-08-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-09-2017",".04","2","0","","0","0",".14","0",".202",".081","2.496","519","1818"
"NC","Asheville","2706","3","02-10-2017","3.68","5","223.44","",".001",".001",".1418",".228","259.35",".081","3196.298","519","1818"
"NC","Asheville","2706","3","02-11-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-12-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-13-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-14-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-15-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-16-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-17-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-18-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-19-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-20-2017","3.93","5","435.98","",".002",".001",".0896",".226","301.05",".059","5066.164","519","1818"
"NC","Asheville","2706","3","02-21-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-22-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-23-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-24-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-25-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-26-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-27-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","02-28-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-01-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-02-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-03-2017",".17","1","0","","0",".001",".09",".001","1.938",".059","32.589","519","1818"
"NC","Asheville","2706","3","03-04-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-05-2017","4.43","5","489.44","",".002",".001",".0898",".249","329.796",".0592","5546.912","519","1818"
"NC","Asheville","2706","3","03-06-2017","4.46","5","543.16","",".002",".001",".0898",".269","356.852",".0592","6002","519","1818"
"NC","Asheville","2706","3","03-07-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-08-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-09-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-10-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-11-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-12-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-13-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-14-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-15-2017","10.51","12","720.37","",".004",".001",".1428",".697","789.626",".081","9733.469","519","1818"
"NC","Asheville","2706","3","03-16-2017","4.87","6","329.52","",".002",".001",".1423",".317","360.559",".081","4445.405","519","1818"
"NC","Asheville","2706","3","03-17-2017","4.19","5","280.22","",".001",".001",".1422",".272","309.47",".081","3815.317","519","1818"
"NC","Asheville","2706","3","03-18-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-19-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-20-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-21-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-22-2017","0","0","","","","","","","","","","519","1818"
"NC","Asheville","2706","3","03-23-2017","0","0","","","","","","","","","","519","1818"
